Công ty Cổ Phần Dịch vụ Di động Thể Hệ Mới (NMS):,15/05/2021,10-13 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội,
Công ty cổ phần đầu tư và phát triển y tế An Sinh,15/05/2021,Tới 12 triệu,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Nam,Thanh Hoá,
SOFTWARE ENGINEER,CÔNG TY CÔNG NGHỆ NEST TECH VIỆT NAM,15/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
TESTER,Công ty Cổ phần VNEXT SOFTWARE,23/05/2021,Tới 29 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
REACT NATIVE DEVELOPER,Công ty Cổ phần VNEXT SOFTWARE,15/05/2021,Tới 35 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Đà Nẵng
BUSINESS ANALYST,Công ty Cổ phần Công nghệ HiveTech,15/05/2021,6-18 triệu,Toàn thời gian,3 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
BACKEND DEVELOPER,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ TIÊN PHONG,15/05/2021,Tới 35 triệu,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hà Nội
FULL STACK DEVELOPER,Công ty TNHH giải pháp phần mềm BLACKWIND,27/05/2021,Tới 30 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
PHÂN TÍCH NGHIỆP VỤ,Công ty TNHH giải pháp phần mềm BLACKWIND,27/05/2021,10-15 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
JAVA DEVELOPER,Infiniq Vietnam,31/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
Công ty cổ phần Công nghệ Haravan,17/06/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh,
LẬP TRÌNH PHP,Công Ty TNHH Phần Mềm Hoàn Cầu,12/05/2021,10-20 triệu,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
GAME DEVELOPER,CÔNG TY TNHH SENSPARK,15/05/2021,Tới 30 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
SALES,Công ty Cổ Phần Base Enterprise,23/05/2021,Tới 20 triệu,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
GRAPHIC DESIGNER,CÔNG TY TNHH DỊCH VỤ ĐA PHƯƠNG TIỆN VÀ CÔNG NGHỆ BEETECH,30/05/2021,20-30 triệu,Toàn thời gian,Không giới hạn,Nhân viên,3 năm,Không yêu cầu,Hà Nội
SEO,Công ty TNHH Phát triển Nhân lực và Giáo dục ANB Việt Nam,31/05/2021,Thoả thuận,Toàn thời gian,3 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hà Nội
Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,14/05/2021,Thoả thuận,Toàn thời gian,3 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội,
Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,11/06/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,5 năm,Nam,Hà Nội,
DEVELOPER,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,14/05/2021,Thoả thuận,Toàn thời gian,5 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
PHÂN TÍCH NGHIỆP VỤ,Công ty Cổ phần Truyền thông VMG,14/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,3 năm,Không yêu cầu,Hà Nội
Công ty Cổ phần Truyền thông VMG,14/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội,
Công ty Cổ phần Truyền thông VMG,14/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội,
Công ty Cổ phần Truyền thông VMG,14/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,3 năm,Không yêu cầu,Hà Nội,
Công ty Cổ phần Truyền thông VMG,14/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,2 năm,Nam,Hà Nội,
Công ty Cổ phần Truyền thông VMG,14/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội,
Công ty Cổ phần Truyền thông VMG,14/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội,
QUẢN TRỊ HỆ THỐNG,Công ty Cổ phần Truyền thông VMG,"4/05/2021
",Thoả thuận,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
DATA SCIENTIST,Công ty Cổ phần Truyền thông VMG,14/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,3 năm,Không yêu cầu,Hà Nội
Công ty Cổ phần Công nghệ SAVIS,13/07/2021,Thoả thuận,Toàn thời gian,2 người,Quản lý / Giám sát,3 năm,Không yêu cầu,Hà Nội,
Công ty Cổ phần Truyền thông VMG,14/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội,
Công ty Cổ phần Truyền thông VMG,14/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội,
TESTER,CÔNG TY TNHH DỊCH VỤ WAO,18/06/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
DEVELOPER,CÔNG TY TNHH DỊCH VỤ WAO,18/06/2021,Thoả thuận,Toàn thời gian,4 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hồ Chí Minh
Công ty TNHH Beetsoft,14/05/2021,18-35 triệu,Toàn thời gian,Không giới hạn,Nhân viên,2 năm,Không yêu cầu,Hà Nội,
NHÂN VIÊN KINH DOANH,CÔNG TY TNHH DỊCH VỤ WAO,15/05/2021,Thoả thuận,Toàn thời gian,5 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hồ Chí Minh
JAVA,Công ty TNHH Beetsoft,14/05/2021,23-46 triệu,Toàn thời gian,Không giới hạn,Nhân viên,3 năm,Không yêu cầu,Hà Nội
TESTER,Zitga studios,14/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Nam,Hà Nội
Công ty Cổ phần Truyền thông VMG,31/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội,
NHÂN VIÊN PHÁT TRIỂN THỊ TRƯỜNG,Công ty TNHH Công nghệ Thông tin Yoopay Việt Nam,28/05/2021,10-20 triệu,Toàn thời gian,2 người,Nhân viên,3 năm,Không yêu cầu,Hà Nội
BUSINESS ANALYST,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,14/05/2021,Trên 6 triệu,Toàn thời gian,Không giới hạn,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
NHÂN VIÊN SEO,Công ty cổ phần công nghệ Creative Việt Nam,14/05/2021,Trên 10 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
Công ty Cổ Phần Truyền Thông và Giải Trí HG Media,03/06/2021,Thoả thuận,Bán thời gian,3 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội,
TESTER,Công ty TNHH AgileTech Việt Nam,14/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
FULLSTACK ENGINEER,AHAMOVE - Người vận chuyển của bạn,15/05/2021,Tới 45 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh
CONTENT MARKETING,CÔNG TY CỔ PHẦN ĐẦU TƯ KINH DOANH HẢI PHÁT,30/06/2021,5-9 triệu,Toàn thời gian,1 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hồ Chí Minh
Công ty CP Hệ Thống Thông Tin FPT,16/06/2021,Thoả thuận,Thực tập,15 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hồ Chí Minh,
IT SUPPORT,CÔNG TY CỔ PHẦN PHẦN MỀM 365,23/05/2021,6-8 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
Công ty Cổ phần Công nghệ SAVIS,13/07/2021,Thoả thuận,Toàn thời gian,2 người,Quản lý / Giám sát,3 năm,Không yêu cầu,Hà Nội,
TESTER,Công ty everyDOY,14/05/2021,Trên 7 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hồ Chí Minh
Công ty Cổ phần Công nghệ SAVIS,13/07/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội,
FULLSTACK DEVELOPER,Công Ty TNHH BlueCyber,15/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
Công Ty Cổ Phần Công Nghệ ECRM,13/07/2021,Thoả thuận,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Nam,Hà Nội,
Công Ty Tài Chính TNHH HD SAISON,14/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh,
Công Ty Tài Chính TNHH HD SAISON,14/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh,
QUẢN TRỊ HỆ THỐNG,Công Ty Tài Chính TNHH HD SAISON,14/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
RUBY ON RAILS,ReactPlus JSC,14/05/2021,Tới 50 triệu,Toàn thời gian,1 người,Trưởng nhóm,5 năm,Không yêu cầu,Hà Nội
TESTER,"IT Solution & Resources,. JSC (ITSOL)",01/06/2021,Tới 20 triệu,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
NHÂN VIÊN IT,CÔNG TY SX HÀNG TIÊU DÙNG BÌNH TIÊN - CHI NHÁNH BITI'S MIỀN BẮC,09/06/2021,7-10 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Nam,Hà Nội
NHÂN VIÊN TƯ VẤN TUYỂN SINH,Công ty TNHH phần mềm Kaopiz,14/05/2021,Tới 10 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
TESTER,CÔNG TY CP TẬP ĐOÀN SUNHOUSE,14/05/2021,8-10 triệu,Toàn thời gian,Không giới hạn,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
NHÂN VIÊN KẾ TOÁN,FPT Software,14/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hà Nội
PROJECT MANAGER,FPT Software,14/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Đà Nẵng
FPT Software,14/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,3 năm,Không yêu cầu,Đà Nẵng,
JAVA,Công ty TNHH Mintpot Vina,30/06/2021,Tới 60 triệu,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hà Nội
QUẢN LÝ CHẤT LƯỢNG,CÔNG TY TNHH DỊCH VỤ ĐA PHƯƠNG TIỆN VÀ CÔNG NGHỆ BEETECH,30/05/2021,"15-30 triệu
",Toàn thời gian,5 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
IOS DEVELOPER,CÔNG TY CỔ PHẦN CÔNG NGHỆ TECHLAB,16/06/2021,3-5 triệu,Thực tập,2 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hà Nội
DEVELOPER,CÔNG TY CỔ PHẦN CÔNG NGHỆ TECHLAB,16/06/2021,Tới 25 triệu,Toàn thời gian,1 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
BACKEND DEVELOPER,CÔNG TY CỔ PHẦN CÔNG NGHỆ TECHLAB,16/06/2021,Tới 20 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
KỸ SƯ CẦU NỐI,Công ty CP MindBank Group,13/06/2021,23-46 triệu,Toàn thời gian,3 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
LẬP TRÌNH VIÊN,Công ty CP MindBank Group,13/06/2021,Tới 35 triệu,Toàn thời gian,3 người,Nhân viên,3 năm,Không yêu cầu,Hà Nội
ANDROID DEVELOPER,Công ty TNHH Đầu tư và Phát triển Công nghệ Tương Lai (NEXTTECH GROUP),14/05/2021,12-20 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
JAVA,Công ty cổ phần Jellyfish Education,15/05/2021,Tới 45 triệu,Toàn thời gian,Không giới hạn,Nhân viên,5 năm,Không yêu cầu,Hà Nội
"HERAMO CO., LTD",14/05/2021,2-5 triệu,Bán thời gian,2 người,Nhân viên,Không yêu cầu,Nam,Hồ Chí Minh,
TESTER,Công ty TNHH Đầu tư và Phát triển Công nghệ Tương Lai (NEXTTECH GROUP),14/05/2021,Tới 23 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
BACKEND DEVELOPER,CÔNG TY TNHH CÔNG NGHỆ GIA ĐÌNH,14/05/2021,Tới 50 triệu,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
CÔNG TY TNHH CÔNG NGHỆ GIA ĐÌNH,14/05/2021,Tới 60 triệu,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hà Nội,
CHUYÊN VIÊN KINH DOANH,Công ty cổ phần truyền thông Việt Nam (VCcorp),14/05/2021,10-18 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
IT SUPPORT,Dezan Shira & Associates,14/05/2021,13-20 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh
NHÂN VIÊN KINH DOANH,Công ty cổ phần truyền thông Việt Nam (VCcorp),14/05/2021,8-12 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
LẬP TRÌNH VIÊN,CÔNG TY TNHH TRUYỀN THÔNG ĐA PHƯƠNG TIỆN HAPO DIGITAL,15/05/2021,12-15 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
DIGITAL MARKETING,Công ty TNHH Đầu tư CBest (CBest Land),11/07/2021,12-20 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
KẾ TOÁN TỔNG HỢP,Công ty cổ phần phát triển Phần mềm và Công nghệ Bitware,14/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
LẬP TRÌNH VIÊN,Công ty cố phần Vân Thanh,14/05/2021,Tới 20 triệu,Toàn thời gian,4 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hoàng Mai
Công ty TNHH Phát triển Hạ tầng công nghệ BSI,31/05/2021,Trên 15 triệu,Toàn thời gian,1 người,Nhân viên,3 năm,Không yêu cầu,Hà Nội,
NHÂN VIÊN KINH DOANH,CÔNG TY TNHH MTV ĐẦU TƯ THƯƠNG MẠI HỒNG QUANG,13/06/2021,Trên 8 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Nam,Hồ Chí Minh
DEVELOPER,Công ty TNHH Giải pháp Công Nghệ thông tin và truyền thông Qsoft,09/07/2021,Tới 25 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Nam,Hà Nội
AI ENGINEER,Rikai Technology,31/05/2021,25-35 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
WEB DEVELOPER,CÔNG TY TNHH SOFT WORLD VIỆT NAM,14/05/2021,Thoả thuận,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
DEVOPS ENGINEER,SVTECH,26/06/2021,10-20 triệu,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hà Nội
SVTECH,14/05/2021,9-15 triệu,Toàn thời gian,Không giới hạn,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội,
IT HELPDESK,SVTECH,14/05/2021,8-15 triệu,Toàn thời gian,Không giới hạn,Nhân viên,2 năm,Nam,Hà Nội
SOFTWARE ENGINEER,Scalable Press,14/05/2021,Trên 45 triệu,Toàn thời gian,2 người,Nhân viên,4 năm,Không yêu cầu,Hồ Chí Minh
NHÂN VIÊN KINH DOANH,Công ty Cổ phần MISA,14/05/2021,Tới 20 triệu,Toàn thời gian,4 người,Nhân viên,Không yêu cầu,Không yêu cầu,Đà Nẵng
TEST ENGINEER,FPT Software,14/05/2021,Thoả thuận,Toàn thời gian,5 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hồ Chí Minh
Công Ty cổ phần IIG Việt Nam,14/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội,
Công Ty cổ phần IIG Việt Nam,14/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội,
DIGITAL MARKETING,FPT Software,14/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hà Nội
QUẢN TRỊ HỆ THỐNG,CÔNG TY CỔ PHẦN CHỨNG KHOÁN STANLEY BROTHERS,13/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hà Nội
NHÂN VIÊN KINH DOANH,Công ty TNHH Trái Tim Xanh,12/05/2021,5-10 triệu,Toàn thời gian,3 người,Nhân viên,Không yêu cầu,Không yêu cầu,Nam Định
Công ty Cổ phần Phúc Thành Việt Nam,03/06/2021,10-15 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội,
NHÂN VIÊN KINH DOANH,Công Ty Cổ Phần Công Nghệ T&G,31/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Nữ,Hồ Chí Minh
FRONTEND DEVELOPER,Công Ty TNHH Thương Mại và Dịch Vụ Synova,13/05/2021,Tới 25 triệu,Remote - Làm việc từ xa,1 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh
CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ VI TÍNH TRẦN CHÍ CÔNG,16/06/2021,Thoả thuận,Toàn thời gian,3 người,Nhân viên,Không yêu cầu,Nam,Bình Dương,
ATALINK TECHNOLOGY JOINT STOCK COMPANY,15/05/2021,Trên 6 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh,
NHÂN VIÊN MARKETING,CÔNG TY CỔ PHẦN CÔNG NGHỆ GIÁO DỤC NOVA,17/06/2021,7-9 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
NHÂN VIÊN MARKETING,Công Ty Cp Thương Mại Dịch Vụ Quảng Cáo Diệu An,11/05/2021,Tới 15 triệu,Remote - Làm việc từ xa,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Toàn Quốc
THỰC TẬP SINH,Công ty CP Khoa học & công nghệ Bảo Tín,13/05/2021,Trên 2 triệu,Toàn thời gian,6 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hà Nội
LẬP TRÌNH VIÊN PHP,Công Ty Cổ Phần Công Nghệ Tài Chính Netfin,31/05/2021,11-15 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
NHÂN VIÊN KINH DOANH,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ ABAHA VIỆT NAM,13/05/2021,10-20 triệu,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
LẬP TRÌNH VIÊN JAVA,CÔNG TY CỔ PHẦN CÔNG NGHỆ INTLABS VIỆT NAM,17/06/2021,10-15 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
JAVA,Công ty Cổ phần Đầu tư Công nghệ E-Spot,13/05/2021,Trên 15 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
CÔNG TY TNHH WEEGOON GLOBAL,13/05/2021,11-23 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội,
THỰC TẬP SINH,Công ty TNHH Beetsoft,26/05/2021,Thoả thuận,Thực tập,3 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hà Nội
DIGITAL MARKETING,Công ty TNHH Link TeQ,12/07/2021,Tới 10 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Thừa Thiên Huế
UNITY DEVELOPER,CÔNG TY TNHH WEEGOON GLOBAL,13/05/2021,11-34 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
LẬP TRÌNH VIÊN,Công ty Cổ phần VTI,13/06/2021,Tới 15 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Nam,Hà Nội
NHÂN VIÊN IT,Công Ty Cổ Phần Kiến Trúc Kisato,13/05/2021,12-15 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
Công ty CP Khoa học & công nghệ Bảo Tín,13/05/2021,8-30 triệu,Toàn thời gian,6 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội,
THỰC TẬP SINH IT,Công ty TNHH WDW,13/05/2021,Thoả thuận,Toàn thời gian,2 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Vĩnh Phúc
GAME ARTIST,Công ty Cổ Phần OneSoft - Falcon Game Studio,13/05/2021,Tới 25 triệu,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hà Nội
NHÂN VIÊN MARKETING,Công ty CP ĐT và XD Phong Sơn,13/05/2021,6-15 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Nữ,Hà Nội
GAME DESIGNER,"REDANTZ CO .,LTD",13/05/2021,10-23 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
GAME DEVELOPER,"REDANTZ CO .,LTD",13/05/2021,10-30 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
DEVELOPER,Splus Software,13/05/2021,10-14 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
JAVA,Splus Software,13/05/2021,12-16 triệu,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
LẬP TRÌNH VIÊN PHP,Công ty Cổ phần công nghệ và thương mại PAL Việt Nam,13/05/2021,Tới 30 triệu,Toàn thời gian,5 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
MARKETING ONLINE,CÔNG TY CỔ PHẦN YEOSIM- VTVCab,13/05/2021,Trên 10 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
Công Ty TNHH Nội Thất BEMOS,30/06/2021,6-8 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội,
Công Ty TNHH Nội Thất BEMOS,30/06/2021,8-15 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội,
LẬP TRÌNH VIÊN PHP,CÔNG TY CỔ PHẦN CÔNG NGHỆ GIÁO DỤC NOVA,17/06/2021,15-20 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
NHÂN VIÊN MARKETING,Văn phòng Nhà đất Thành Đạt,13/05/2021,7-12 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hải Phòng
Công Ty TNHH XLV Việt Nam,"8/05/2021
",Tới 15 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội,
LẬP TRÌNH VIÊN,Công ty Cổ phần dịch vụ kỹ thuật Bảo An,13/06/2021, Tới 30 triệu,Toàn thời gian,5 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hải Phòng
NODEJS,VC Corp,12/07/2021,12-25 triệu,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hà Nội
NHÂN VIÊN KIỂM THỬ PHẦN MỀM,Công ty Cổ phần Đầu tư Phát triển Công nghệ Điện tử Viễn thông,16/06/2021,10-18 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
PROJECT MANAGER,Công ty CP sáng tạo trẻ Việt Nam Miichisoft,13/05/2021,Tới 30 triệu,Toàn thời gian,2 người,Quản lý / Giám sát,2 năm,Không yêu cầu,Hà Nội
PHP DEVELOPER,Công ty CP sáng tạo trẻ Việt Nam Miichisoft,13/05/2021,Tới 30 triệu,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
DEVELOPER,Công ty CP sáng tạo trẻ Việt Nam Miichisoft,13/05/2021,Tới 35 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
NHÂN VIÊN KINH DOANH,CÔNG TY CỔ PHẨN MOBELCO,"0/06/2021
",7-10 triệu,Toàn thời gian,10 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
LẬP TRÌNH VIÊN,Trung câm cung ứng và tư vấn học liệu,04/07/2021,79-96 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
Trung câm cung ứng và tư vấn học liệu,04/07/2021,78-96 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội,
LẬP TRÌNH VIÊN,Trung câm cung ứng và tư vấn học liệu,04/07/2021,61-79 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
CONTENT MARKETING,Công ty Cổ phần đầu tư Công Nghệ và Thương Mại Softdreams,16/05/2021,5-8 triệu,Toàn thời gian,1 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
Công ty CP Tập đoàn Vsetgroup,13/05/2021,Trên 12 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh,
NHÂN VIÊN SEO,Công ty Cổ phần đầu tư Công Nghệ và Thương Mại Softdreams,13/06/2021,7-9 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
"Geniee International Pte.,Ltd",12/07/2021,Tới 18 triệu,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội,
NHÂN VIÊN KIỂM THỬ PHẦN MỀM,CÔNG TY TNHH HAPOSOFT,13/05/2021,Tới 25 triệu,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
IOS,Công ty TNHH Công nghệ EUP,03/06/2021,10-15 triệu,Toàn thời gian,1 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
